koi_disposition,koi_pdisposition,koi_period,koi_time0bk,koi_time0,koi_eccen,koi_longp,koi_impact,koi_duration,koi_ingress,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_quarters,koi_bin_oedp_sig,koi_model_dof,koi_model_chisq,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sdec,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky
CANDIDATE,CANDIDATE,19.12788374,134.8576413,2454967.858,,,,2.0,,,,,,,,,,,,,,,,,,,1,,1.0,,,,,,,,,,,291.06418,37.535751,15.892,16.377,15.856,15.684,15.593,14.749,14.391,14.31,0.032,19.404236,37.53546,-1.9,-1.0,0.00119,-0.00024,-1.28,0.22,1.29,-1.7,0.03,1.7
CANDIDATE,CANDIDATE,493.74242,149.1145,2454982.115,0.0,,0.2377,5.685,,506.1,0.02019,22.12855,7.15,1.2355,89.95,358.0,3.9,658.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1806,0.5326,,,12.4,1,,1.0,,,,,5015.0,3.429,-0.24,3.243,1.031,,285.34329,39.413849,12.518,13.29,12.467,12.188,12.012,10.936,10.463,10.35,0.845,19.022881,39.41374,-0.24,-0.4,6e-05,8e-05,1.21,0.88,1.5,1.15,0.81,1.4
CANDIDATE,CANDIDATE,9.942228056,133.8474942,2454966.847,0.0,,0.93,2.45451,,31068.0,0.24062,3.14229,22.15,0.0831,87.9,740.0,70.93,25.417,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2043,0.4966,387.82684,1908.602,1073.3,1,134.0,1.0,11111111111111111000000000000000,0.0025,,,5268.0,4.475,-0.14,0.843,0.775,,298.64252,42.092831,14.099,14.775,14.05,13.809,13.691,12.718,12.266,12.172,0.0,19.90950451,42.0927294,0.1006,-0.3623,0.0091,-0.0136,-0.029,0.09,0.095,0.061,-0.061,0.086
CANDIDATE,CANDIDATE,22.2903562,152.37929,2454985.379,0.0,,0.028,1.623,,130.4,0.010324,45.31252,1.13,0.1527,89.99,632.0,37.67,106.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2291,0.4603,3.061319,7.840215,8.1,1,63.0,1.0,11111111111111111000000000000000,0.5889,,,5597.0,4.418,0.14,1.0,0.956,,286.52942,42.167511,13.993,14.49,13.955,13.78,13.696,12.772,12.427,12.316,0.384,19.101975,42.16732,0.6,-0.7,-9e-05,0.00013,1.54,-0.55,1.64,1.61,-0.44,1.67
CANDIDATE,CANDIDATE,55.180772,147.7141,2454980.714,0.0,,0.306,9.791,,474.6,0.020178,0.45711,2.37,0.2953,89.58,531.0,18.79,41.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.302,0.319,4.102347,8.709244,11.5,1,20.0,1.0,00011111111111111000000000000000,0.3222,,,6306.0,4.426,-0.1,1.076,1.126,,293.22018,37.610699,15.551,15.98,15.491,15.367,15.273,14.409,14.111,14.071,0.017,19.54796,37.61024,-2.19,-1.65,0.00034,0.00046,2.42,-1.28,2.74,-0.42,0.87,0.97
CANDIDATE,CANDIDATE,84.6405853,183.17243,2455016.172,0.0,,0.2541,2.657,,784.0,0.024985,37.26158,1.72,0.3212,89.95,271.0,1.27,242.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1322,0.6,,,8.2,1,,1.0,,,,,4386.0,4.629,-0.26,0.63,0.616,,290.24103,37.785221,15.16,16.249,15.093,14.694,14.428,13.198,12.601,12.422,0.008,19.349408,37.78481,0.25,-1.48,-0.00016,0.00122,-0.44,-0.35,0.56,-0.2,-0.33,0.39
CANDIDATE,CANDIDATE,15.2024426,136.9199,2454969.92,0.0,,0.324,8.11,,834.0,0.02523,0.21344,113.97,0.1463,88.81,2955.0,18026.22,13.76,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.0009,0.8126,,,4.0,1,,1.0,,,,,3984.0,1.461,0.2,41.367,1.803,,286.0947,37.846722,13.297,14.306,13.266,12.864,,11.35,10.625,10.495,0.0,19.072944,37.84795,-1.5,4.4,0.00015,-0.00056,-0.5,0.7,0.9,-0.58,0.6,0.8
CANDIDATE,CANDIDATE,110.089267,174.2529,2455007.253,0.0,,0.2852,1.575,,1018.0,0.029248,229.82545,2.4,0.4205,89.95,322.0,2.54,528.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.262,0.4087,,,5.6,1,,1.0,,,,,5465.0,4.6,-0.34,0.75,0.817,,293.51175,39.528271,15.792,16.432,15.757,15.518,15.407,14.471,13.986,13.95,0.159,19.567384,39.52837,-2.8,0.3,0.0018,0.0004,-0.3,-0.9,0.9,-0.3,-0.35,0.5
CANDIDATE,CANDIDATE,219.931324,329.3836,2455162.384,0.0,,0.307,4.818,,641.0,0.023063,15.40758,2.3,0.7037,89.95,279.0,1.43,340.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2291,0.4603,6.9993753,9.900649,7.1,1,4.0,1.0,11111011101110111000000000000000,0.3686,,,5557.0,4.5,0.12,0.912,0.958,,295.1868,39.575691,14.254,14.787,14.202,14.026,13.917,13.03,12.661,12.609,0.461,19.679107,39.57566,-0.6,-0.1,0.0006,9e-05,-0.49,0.15,0.52,-0.4,0.17,0.43
CANDIDATE,CANDIDATE,385.29212,440.5319,2455273.532,0.0,,0.0118,19.417,,218.5,0.013645,0.46227,1.57,1.007,89.95,290.0,1.68,153.7,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3032,0.2921,,,15.1,1,,1.0,,,,,6440.0,4.355,-0.76,1.053,0.916,,296.4227,39.579391,13.086,13.407,13.055,12.949,12.918,12.082,11.816,11.788,0.0,19.76148,39.57842,-1.4,-3.5,0.00036,0.00074,-1.3,0.2,1.3,-1.1,0.1,1.1
CANDIDATE,CANDIDATE,455.195496,312.331,2455145.331,0.0,,0.054,3.565,,293.6,0.015827,88.43684,2.09,1.1739,89.95,290.0,1.67,989.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3082,0.29,,,8.0,1,,1.0,,,,,6478.0,4.29,-0.4,1.209,1.035,,299.28336,40.834389,12.376,12.677,12.338,12.247,12.231,11.431,11.215,11.192,0.363,19.952237,40.83458,0.6,0.68,-0.00032,-6e-05,-0.7,0.18,0.72,-0.88,0.25,0.91
CANDIDATE,CANDIDATE,50.55398,160.0628,2454993.063,0.0,,0.1379,6.159,,199.7,0.012561,1.84219,0.94,0.2377,89.95,367.0,4.29,62.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1518,0.568,,,7.9,1,,1.0,,,,,4895.0,4.609,-0.3,0.687,0.698,,289.22729,40.94949,14.867,15.649,14.811,14.532,14.364,13.293,12.814,12.678,0.224,19.281801,40.94984,-0.8,1.3,0.0003,-0.00015,0.4,0.1,0.4,0.4,0.2,0.5
CANDIDATE,CANDIDATE,200.2350497,305.44985,2455138.45,0.0,,0.674,23.612,,10812.0,0.100988,0.08463,10.99,0.686,89.32,325.0,2.63,56.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2889,0.3511,44.927803,73.12736,220.6,1,7.0,1.0,11111111111111111000000000000000,0.0,,,6108.0,4.471,-0.08,0.997,1.072,,298.64493,42.285831,15.392,15.895,15.34,15.176,15.093,14.125,13.832,13.766,0.001,19.9096628,42.285855,0.033,0.09,0.0017,0.0004,0.01,0.052,0.054,0.06,0.038,0.07
CANDIDATE,CANDIDATE,31.5034587,159.9712,2454992.971,0.0,,0.053,3.315,,210.6,0.012966,7.55211,1.17,0.1894,89.96,484.0,13.02,73.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.186,0.5256,3.4001455,7.505693,8.6,1,43.0,1.0,11111111111111111000000000000000,0.9557,,,5269.0,4.567,0.16,0.823,0.91,,293.66772,42.320541,15.164,15.792,15.101,14.894,14.773,13.786,13.324,13.275,0.52,19.577819,42.32071,-1.2,0.6,0.00024,-9e-05,1.27,0.89,1.55,1.39,1.13,1.8
CANDIDATE,CANDIDATE,22.2381062,148.3792,2454981.379,0.0,,0.288,2.68,,104.2,0.009435,8.78433,1.09,0.1599,89.73,702.0,57.27,61.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.302,0.319,4.799438,8.087242,7.1,1,60.0,1.0,11111111111111111000000000000000,0.3533,,,6192.0,4.433,-0.06,1.055,1.097,,295.23825,42.322361,14.296,14.718,14.222,14.115,14.021,13.145,12.872,12.838,0.126,19.68255,42.32248,0.0,0.4,5.5e-05,-8.9e-05,0.04,0.53,0.53,0.6,0.02,0.6
CANDIDATE,CANDIDATE,20.5477769,149.1769,2454982.177,0.0,,0.028,4.634,,253.8,0.014482,1.81686,1.67,0.1514,89.95,690.0,53.65,34.36,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2826,0.3729,3.48347,10.565298,12.1,1,65.0,1.0,01111111111111111000000000000000,0.5656,,,5922.0,4.429,0.18,1.057,1.095,,296.10648,42.354279,15.529,16.104,15.473,15.283,15.192,14.225,13.92,13.785,0.122,19.740389,42.35413,-1.7,-0.5,0.00045,0.00018,0.61,-0.02,0.61,0.56,-0.24,0.61
CANDIDATE,CANDIDATE,180.4118581,142.86513,2454975.865,0.0,,0.953,3.29,,4268.0,0.083414,5.84583,8.86,0.6365,89.75,329.0,2.77,215.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2889,0.3511,16.593927,25.26004,33.2,1,6.0,1.0,00011011101110111000000000000000,0.5273,,,6032.0,4.485,-0.06,0.973,1.055,,293.16476,39.631561,15.656,16.161,15.609,15.44,15.36,14.458,14.185,14.017,0.244,19.544329,39.63155,0.45,-0.03,0.0018,0.0007,0.17,-0.1,0.2,0.31,-0.09,0.33
CANDIDATE,CANDIDATE,392.47291,155.4624,2454988.462,0.0,,0.761,7.867,,345.6,0.018505,2.10815,5.46,1.1814,89.83,442.0,9.04,258.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3215,0.2683,4.9650764,7.1492743,12.2,1,4.0,1.0,11111111111111111000000000000000,0.4469,,,6626.0,3.728,-0.34,2.704,1.426,,298.92667,40.970451,12.361,12.615,12.311,12.252,12.262,11.462,11.209,11.204,0.057,19.928423,40.97023,-0.8,-0.78,0.00028,0.00028,-0.4,0.37,0.55,-0.47,0.46,0.66
CANDIDATE,CANDIDATE,581.729006,341.09187,2455174.092,0.0,,0.2236,6.647,,186.7,0.01253,16.09178,2.74,1.368,89.95,308.0,2.12,660.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.283,0.3611,,,8.6,1,,1.0,,,,,5765.0,3.837,-0.46,2.005,1.007,,293.31863,38.005466,12.362,12.964,12.313,12.103,,11.133,10.777,10.725,0.95,19.554569,38.00536,-0.3,-0.4,4e-05,3e-05,1.4,1.1,1.8,1.1,0.8,1.4
CANDIDATE,CANDIDATE,56.001782,144.09684,2454977.097,0.0,,0.5045,1.706,,125.2,0.010573,63.86184,1.54,0.2842,89.95,584.0,27.51,219.6,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3002,0.317,,,7.2,1,,1.0,,,,,6116.0,4.178,-0.32,1.332,0.974,,289.09619,39.827278,13.228,13.645,13.192,13.049,12.998,12.189,11.899,11.858,0.797,19.273096,39.82728,0.7,0.0,-7e-05,1e-05,0.04,-0.9,0.86,0.0,-0.8,0.8
CANDIDATE,CANDIDATE,69.932459,145.91179,2454978.912,0.0,,0.0356,2.03,,264.4,0.014575,73.50131,8.25,0.415,89.95,812.0,102.62,266.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2023,0.5056,,,8.4,1,,1.0,,,,,5207.0,3.298,0.04,5.183,1.946,,293.05536,39.840069,13.809,14.609,13.731,13.467,13.272,12.222,11.696,11.615,0.213,19.537005,39.83995,-0.7,-0.4,0.00032,0.00016,-0.37,0.07,0.38,-0.27,0.0,0.27
CANDIDATE,CANDIDATE,535.93723,135.5316,2454968.532,0.0,,0.5968,11.85,,337.2,0.017502,1.52135,1.83,1.3107,89.95,227.0,0.63,285.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2905,0.3525,5.7124424,7.7724276,8.8,1,3.0,1.0,11111111111111111000000000000000,,,,6014.0,4.494,-0.08,0.958,1.043,,292.55951,41.090012,14.679,15.152,14.615,14.476,14.395,13.481,13.195,13.153,0.011,19.503915,41.08925,-2.1,-2.7,0.00059,0.00078,1.18,-0.827,1.445,1.11,-0.986,1.48
CANDIDATE,CANDIDATE,313.051405,408.62595,2455241.626,0.0,,0.2093,10.969,,594.9,0.02246,2.00567,2.91,0.9249,89.95,310.0,2.2,218.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3018,0.3244,,,39.5,1,,1.0,,,,,6218.0,4.322,-0.06,1.185,1.072,,284.66022,41.10894,12.842,13.206,12.777,12.686,12.645,11.818,11.534,11.471,0.557,18.977353,41.10899,0.2,0.17,-0.00011,-0.00011,-0.76,0.017,0.76,-0.78,0.017,0.78
CANDIDATE,CANDIDATE,18.9828305,139.257,2454972.257,0.0,,0.021,6.303,,49.1,0.006377,0.65183,0.72,0.1431,89.95,707.0,59.15,23.16,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2844,0.3661,2.710119,7.109177,9.6,1,52.0,1.0,11110111011101110000000000000000,0.2697,,,5962.0,4.443,0.1,1.035,1.083,,285.68912,41.18961,13.048,13.485,13.002,12.861,12.788,11.919,11.573,11.526,0.0,19.045985,41.1911,1.8,5.3,-7.9e-05,-0.000252,0.61,0.54,0.81,0.7,0.32,0.74
CANDIDATE,CANDIDATE,357.437578,195.2194,2455028.219,0.0,,0.1427,15.903,,272.3,0.015415,0.7616,3.13,1.1758,89.95,422.0,7.53,172.62,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3413,0.2197,,,13.6,1,,1.0,,,,,7610.0,4.127,0.07,1.862,1.693,,298.45322,42.1101,13.723,13.895,13.666,13.664,13.677,12.894,12.774,12.711,0.0,19.89697,42.11037,3.6,1.0,-0.00096,-0.00021,1.77,-1.56,2.36,1.64,-1.53,2.24
CANDIDATE,CANDIDATE,215.634356,230.7211,2455063.721,0.0,,0.002,15.097,,148.0,0.011192,0.54647,1.92,0.7111,90.0,404.0,6.28,110.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3036,0.3098,5.01465,7.7897725,12.3,1,6.0,1.0,11111111111111111000000000000000,0.5559,,,6163.0,4.06,-0.32,1.568,1.03,,298.95654,42.156315,13.793,14.156,13.737,13.637,,12.138,11.86,11.782,0.154,19.930454,42.15686,0.7,2.0,-0.0001,-0.00025,-1.89,1.03,2.15,-1.94,1.15,2.25
CANDIDATE,CANDIDATE,30.928898,153.90647,2454986.906,0.0,,0.7846,3.436,,203.3,0.014471,1.71083,8.1,0.2282,88.81,1051.0,288.95,44.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1761,0.5452,,,8.5,1,,1.0,,,,,5029.0,3.237,0.0,5.127,1.653,,283.97293,42.276588,13.907,14.729,13.852,13.555,13.402,12.253,11.712,11.616,0.176,18.931507,42.2766,-0.9,0.05,0.00023,1e-05,0.21,0.0,0.21,0.29,0.08,0.3
CANDIDATE,CANDIDATE,293.392635,341.2263,2455174.226,0.0,,0.1322,3.661,,518.8,0.020508,52.27201,6.84,0.8787,89.95,428.0,7.93,620.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2214,0.472,,,9.9,1,,1.0,,,,,5203.0,3.489,-0.5,3.055,1.051,,287.90686,42.208721,13.705,14.426,13.68,13.396,13.252,12.199,11.692,11.622,0.004,19.193826,42.20851,1.43,-0.75,-0.00069,0.00038,0.7,0.18,0.72,0.74,0.1,0.74
CANDIDATE,CANDIDATE,5.43361347,136.711,2454969.711,0.0,,0.234,1.0338,,1421.0,0.033746,42.36995,2.09,0.0501,89.67,548.0,21.27,40.44,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.0767,0.6737,3.8684425,12.448482,17.9,1,52.0,1.0,00000000000001111000000000000000,0.4678,,,3694.0,4.686,0.56,0.566,0.567,,291.55667,42.214169,15.808,17.713,16.235,14.992,14.388,12.927,12.397,12.236,0.0,19.4370974,42.214352,-0.58,0.66,-0.00011,0.0014,0.49,-2.03,2.09,0.01,-0.2,0.2
CANDIDATE,CANDIDATE,47.82278681,134.1402656,2454967.14,,,,1.19,,,,,,,,,,,,,,,,,,,1,,1.0,,,,,,,,,,,292.07803,38.153831,14.395,14.813,14.33,14.217,14.128,13.262,13.012,13.009,0.101,19.471872,38.15311,0.1,-2.6,-4e-05,0.00068,1.3,-0.1,1.3,1.2,-0.1,1.2
CANDIDATE,CANDIDATE,348.96347,184.8658,2455017.866,0.0,,0.6924,13.84,,585.2,0.023531,0.47559,2.04,0.9152,89.95,198.0,0.36,145.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1079,0.6306,,,11.8,1,,1.0,,,,,4823.0,4.564,0.44,0.792,0.837,,294.0845,38.156319,15.325,16.232,15.234,14.936,14.759,13.716,13.189,12.959,0.263,19.605601,38.15589,-1.4,-1.6,0.0012,0.0002,2.08,-2.38,3.16,2.21,-2.66,3.46
CANDIDATE,CANDIDATE,59.4037839,159.80356,2454992.804,0.0,,0.94,10.041,,123.5,0.012476,0.02663,1.65,0.2942,86.84,570.0,24.93,17.06,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3029,0.3026,3.9041092,9.542946,17.0,1,23.0,1.0,11111111111111111000000000000000,0.0287,,,6373.0,4.256,-0.54,1.209,0.961,,287.04688,38.231617,11.679,12.278,11.628,11.423,,11.246,11.001,10.975,0.682,19.136456,38.23152,-0.11,-0.35,1.3e-05,4.2e-05,-0.01,0.8,0.8,0.03,1.0,1.0
CANDIDATE,CANDIDATE,43.581043,148.4352,2454981.435,0.0,,0.277,6.883,,348.7,0.017259,1.0574,1.94,0.2498,89.67,558.0,22.89,47.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.302,0.319,3.884922,8.115809,8.7,1,30.0,1.0,01111111111111111000000000000000,0.3767,,,6225.0,4.45,-0.12,1.031,1.091,,292.47034,38.394341,15.63,16.077,15.571,15.438,15.35,14.449,14.14,14.138,0.0,19.498003,38.39493,-0.8,2.1,0.00046,-0.00094,-1.36,-0.17,1.37,-1.13,-0.15,1.14
CANDIDATE,CANDIDATE,327.063,438.3693,2455271.369,0.0,,0.3983,8.06,,1006.0,0.02929,4.51108,2.82,0.9231,89.95,248.0,0.89,294.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2681,0.3938,,,8.8,1,,1.0,,,,,5750.0,4.538,-0.04,0.882,0.98,,295.62579,39.824638,15.941,16.523,15.889,15.691,15.596,14.62,14.22,14.185,0.051,19.708406,39.82519,0.8,2.0,-0.0006,-0.0018,,,,,,
CANDIDATE,CANDIDATE,651.07431,216.3882,2455049.388,0.0,,0.0343,5.603,,153.7,0.011226,32.225,1.55,1.4502,89.95,234.0,0.71,897.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2575,0.4133,,,7.1,1,,1.0,,,,,5696.0,4.218,0.04,1.261,0.959,,297.50919,39.88802,12.524,13.042,12.463,12.302,12.249,11.307,11.01,10.918,0.77,19.833926,39.88772,-0.8,-1.1,9e-05,0.0001,1.48,0.52,1.57,1.61,0.52,1.69
CANDIDATE,CANDIDATE,49.1782244,165.7659,2454998.766,0.0,,0.315,5.8,,449.0,0.019512,1.93884,1.79,0.2402,89.71,468.0,11.32,62.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2865,0.3556,3.1683269,7.6310887,9.4,1,21.0,1.0,01110111011101110000000000000000,0.6399,,,5674.0,4.473,-0.54,0.839,0.764,,283.67819,39.964279,15.527,16.078,15.499,15.291,15.183,14.255,13.939,13.852,0.039,18.911794,39.96447,-3.5,0.7,0.00128,-0.00033,-0.3,0.38,0.49,-0.61,0.44,0.75
CANDIDATE,CANDIDATE,271.790292,195.52243,2455028.522,0.0,,0.0142,2.944,,318.4,0.016478,94.318,2.38,0.8611,89.95,354.0,3.72,717.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3109,0.2907,,,8.1,1,,1.0,,,,,6484.0,4.258,-0.22,1.32,1.151,,291.10825,39.955681,13.887,14.237,13.846,13.737,13.689,12.906,12.693,12.584,0.017,19.407261,39.95578,1.8,0.4,-0.00064,-0.00011,0.18,-0.1,0.21,0.14,-0.08,0.16
CANDIDATE,CANDIDATE,3.5645249,134.4518,2454967.452,0.0,,0.188,2.062,,53.9,0.006634,3.32599,0.6,0.0447,89.18,1029.0,265.37,13.07,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2291,0.4603,3.391073,9.587932,8.0,1,371.0,1.0,11111111111111111000000000000000,0.0486,,,5435.0,4.578,0.07,0.824,0.937,,287.00836,41.289101,12.936,13.49,12.879,12.698,12.649,11.683,11.364,11.267,0.0,19.133883,41.28972,-0.3,2.23,1.9e-05,-0.000106,-0.07,0.27,0.28,-0.12,0.39,0.41
CANDIDATE,CANDIDATE,48.2455501,141.14725,2454974.147,0.0,,0.3106,1.375,,60.5,0.007137,137.49228,0.64,0.2363,89.95,449.0,9.61,257.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2451,0.4322,,,5.0,1,,1.0,,,,,5441.0,4.481,-0.36,0.827,0.756,,290.0495,41.250359,12.429,12.964,12.378,12.2,12.121,11.189,10.859,10.759,0.125,19.336676,41.25001,1.7,-1.3,-0.00014,7e-05,0.6,3.0,3.1,0.8,2.6,2.7
CANDIDATE,CANDIDATE,377.311149,411.6189,2455244.619,0.0,,0.3818,3.33,,804.0,0.026277,74.52739,2.56,1.0168,89.95,243.0,0.83,825.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2838,0.3618,,,8.3,1,,1.0,,,,,5897.0,4.531,-0.16,0.891,0.983,,293.46365,41.290939,15.495,16.025,15.444,15.268,15.16,14.324,13.85,13.775,0.015,19.564207,41.29042,-1.5,-1.9,0.0013,0.0016,0.64,-1.2,1.36,0.68,-1.24,1.41
CANDIDATE,CANDIDATE,265.741374,167.0573,2455000.057,0.0,,0.652,18.078,,273.4,0.015977,0.17945,3.24,0.9044,89.57,413.0,6.9,87.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3132,0.2951,5.182256,8.318484,21.6,1,5.0,1.0,11111111111111111000000000000000,0.069,,,6537.0,4.044,-0.02,1.859,1.397,,286.79755,42.42091,13.491,13.799,13.429,13.359,13.358,12.453,12.281,12.23,0.084,19.119842,42.42111,0.22,0.72,-2e-05,-0.00021,0.89,0.75,1.16,0.92,0.73,1.17
CANDIDATE,CANDIDATE,470.65357,173.647,2455006.647,0.0,,0.1585,3.458,,985.0,0.028801,100.8166,2.99,1.1952,89.95,238.0,0.75,1057.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2917,0.3445,,,8.3,1,,1.0,,,,,6039.0,4.493,-0.14,0.951,1.027,,289.04572,42.446758,15.07,15.549,15.026,14.865,14.82,13.881,13.55,13.494,0.0,19.269711,42.44336,-0.2,-12.2,0.0002,0.0116,3.61,1.1,3.76,3.56,1.2,3.76
CANDIDATE,CANDIDATE,15.18575582,144.63985,2454977.64,0.0,,0.474,0.633,,256.7,0.015424,365.27817,2.26,0.1222,89.84,922.0,170.46,164.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3036,0.3098,6.0322022,11.625513,11.8,1,89.0,1.0,11111111111111111000000000000000,0.0026,,,6311.0,4.207,-0.28,1.339,1.05,,282.29132,42.545509,12.493,12.832,12.458,12.348,12.353,11.496,11.275,11.243,0.008,18.819426,42.54583,0.15,1.14,-6e-05,-0.00021,0.44,0.43,0.62,0.5,0.57,0.75
CANDIDATE,CANDIDATE,59.14382117,180.5653307,2455013.565,,,,1.74,,,,,,,,,,,,,,,,,,,1,,1.0,,,,,,,,,,,293.20349,38.341801,13.815,14.134,13.76,13.678,13.623,12.749,12.512,12.446,0.001,19.546986,38.34206,3.6,0.9,-0.00085,-0.00025,0.25,0.25,0.35,0.29,0.3,0.42
CANDIDATE,CANDIDATE,26.092284,149.1087,2454982.109,0.0,,0.068,6.623,,122.4,0.010161,0.77593,1.35,0.1849,89.87,717.0,62.57,30.34,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3024,0.3288,3.348088,8.687865,12.2,1,49.0,1.0,11111111111111111000000000000000,0.7554,,,6346.0,4.362,0.14,1.214,1.241,,290.9241,38.438339,13.98,14.325,13.94,13.832,13.818,13.003,12.695,12.678,0.15,19.394882,38.43835,-2.5,0.03,-1e-05,-0.00012,5.6,1.33,5.7,-0.8,-0.04,0.8
CANDIDATE,CANDIDATE,47.0628978,171.94782,2455004.948,0.0,,0.819,1.545,,1647.0,0.04181,28.80186,4.1,0.2546,89.69,483.0,12.9,150.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2676,0.3928,5.153346,11.769422,14.5,1,24.0,1.0,01111011101110111000000000000000,0.9969,,,5838.0,4.529,-0.08,0.897,0.992,,294.63104,38.404549,15.706,16.261,15.637,15.469,15.317,14.429,14.108,14.071,0.932,19.642064,38.40429,-0.26,-0.93,0.0001,0.0003,-0.6,-0.37,0.7,-0.66,-0.43,0.79
CANDIDATE,CANDIDATE,100.345648,152.8425,2454985.842,0.0,,0.54,7.939,,372.3,0.018008,1.08684,1.57,0.3965,89.63,325.0,2.62,83.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1959,0.5086,5.831884,10.782924,15.2,1,15.0,1.0,11111111111111111000000000000000,0.1388,,,5180.0,4.548,0.0,0.8,0.825,,288.34174,40.09639,14.855,15.525,14.799,14.568,14.472,13.449,13.023,12.996,0.935,19.222787,40.09633,0.15,-0.23,-8e-05,2e-05,-0.3,-1.47,1.5,-0.4,-1.65,1.7
CANDIDATE,CANDIDATE,111.187116,195.2257,2455028.226,0.0,,0.8164,3.569,,110.8,0.010762,4.36553,1.51,0.4341,89.95,440.0,8.86,141.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2808,0.3669,,,7.3,1,,1.0,,,,,5806.0,4.168,-0.3,1.281,0.881,,288.9306,40.057339,12.709,13.183,12.661,12.506,12.437,11.49,11.199,11.136,0.053,19.262002,40.05694,-1.6,-1.4,7e-05,0.00015,0.1,1.59,1.6,-0.2,1.41,1.4
CANDIDATE,CANDIDATE,27.765596,132.0878,2454965.088,0.0,,0.069,19.49,,147.6,0.011039,0.03259,1.2,0.1847,89.64,605.0,31.66,10.99,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2826,0.3729,3.8329937,10.172146,14.2,1,53.0,1.0,11111111111111111000000000000000,0.6886,,,5897.0,4.476,0.16,0.999,1.088,,297.26181,41.255508,15.197,15.806,15.183,14.936,14.798,13.814,13.358,13.248,0.001,19.817442,41.25507,-0.5,-1.58,3e-05,0.00027,-0.36,-0.17,0.4,-0.4,-0.15,0.46
